Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
H9JEJ9,61,,Homeobox domain-containing protein,Bombyx mori (Silk moth),7091,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1D5NUM1,50,419176,Uncharacterized protein,Gallus gallus (Chicken),9031,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, protein heterodimerization activity, protein homodimerization activity","negative regulation of transcription, DNA-templated, positive regulation of osteoblast differentiation, regulation of transcription by RNA polymerase II",Nucleus
B0R0H7,57,,Homeobox and leucine zipper encoding a,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
A0A401PPC5,55,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,DNA binding,nan,Nucleus
F1QQ52,50,386659,Zinc fingers and homeoboxes 3,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
F1Q9L7,47,,Zinc fingers and homeoboxes 2a,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
A0A0K6FU95,53,,Homeobox domain-containing protein,Rhizoctonia solani,456999,DNA binding,nan,Nucleus
A0A210Q167,53,,One cut domain family member,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,DNA binding,nan,Nucleus
A0A6J8BFY7,53,,One cut domain family member,Mytilus coruscus (Sea mussel),42192,DNA binding,nan,Nucleus
K1P8V9,53,105334001,One cut domain family member,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,DNA binding,nan,Nucleus
A0A165PYD5,55,,Uncharacterized protein,Exidia glandulosa HHB12029,1314781,DNA binding,nan,Nucleus
A0A3M7PG35,67,,Homeobox-containing 1-like isoform X1,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,double-stranded telomeric DNA binding,nan,Nucleus
Q17788,57,182370,Homeobox domain-containing protein,Caenorhabditis elegans,6239,DNA binding,nan,Nucleus
A0A2P4SQE7,58,,Uncharacterized protein,Bambusicola thoracicus (Chinese bamboo-partridge) (Perdix thoracica),9083,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A091QD77,58,,Zinc finger homeobox protein 3,Merops nubicus (Northern carmine bee-eater),57421,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
A0A401PLD9,58,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
A0A077Z2H2,58,,Zinc finger homeobox protein 3,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
T1JZP0,58,,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
B7PJQ2,58,,Uncharacterized protein,Ixodes scapularis (Black-legged tick) (Deer tick),6945,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, zinc ion binding",regulation of transcription by RNA polymerase II,Nucleus
A0A0R3PWK5,58,,Uncharacterized protein,Angiostrongylus costaricensis (Nematode worm),334426,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0N4XE21,58,,Uncharacterized protein,Nippostrongylus brasiliensis (Rat hookworm),27835,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0N4V0D2,58,,Uncharacterized protein,Enterobius vermicularis (Human pinworm),51028,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6G0ULS3,58,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
C3ZBH5,58,,AT-binding transcription factor1,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, zinc ion binding",regulation of transcription by RNA polymerase II,Nucleus
S4RW04,58,,Uncharacterized protein,Petromyzon marinus (Sea lamprey),7757,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1J1J843,58,,"CLUMA_CG021013, isoform A",Clunio marinus,568069,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
A0A5B7EE69,58,,Zinc finger homeobox protein 2,Portunus trituberculatus (Swimming crab) (Neptunus trituberculatus),210409,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
E9FTE1,58,,Putative zinc finger homeobox protein 3,Daphnia pulex (Water flea),6669,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, zinc ion binding",regulation of transcription by RNA polymerase II,Nucleus
A0A6J1TB95,58,,zinc finger homeobox protein 4 isoform X4,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),133901,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
K1Q9D5,58,,Zinc finger homeobox protein 3,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
H9JR61,58,101747010,Uncharacterized protein,Bombyx mori (Silk moth),7091,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
W4YNH1,58,,Uncharacterized protein,,,nan,nan,nan
V3YXS2,58,20252911,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
S4R5K8,58,,Uncharacterized protein,Petromyzon marinus (Sea lamprey),7757,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A553N9I1,58,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
T1EIV9,58,20196509,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A2G8LQU1,58,,Putative zinc finger homeobox protein 4 isoform X2,Stichopus japonicus (Sea cucumber),307972,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
A0A4E0RX51,58,,Zinc finger homeobox protein 3,Fasciola hepatica (Liver fluke),6192,DNA binding,nan,Nucleus
A0A5K4F0E6,58,,Uncharacterized protein,Schistosoma mansoni (Blood fluke),6183,DNA binding,nan,Nucleus
A0A5J4NDW4,58,,Uncharacterized protein,Paragonimus westermani,34504,DNA binding,nan,Nucleus
A0A183WS77,58,,Homeobox domain-containing protein,Trichobilharzia regenti (Nasal bird schistosome),157069,DNA binding,nan,Nucleus
A0A4V3SCY3,58,,Uncharacterized protein,Opisthorchis felineus,147828,"DNA binding, zinc ion binding",nan,Nucleus
A0A267ECZ9,58,,Uncharacterized protein,Macrostomum lignano,282301,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6A4WFC1,58,,Zinc finger homeobox protein 3,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4Z2FFP3,58,,Zinc finger homeobox protein 3,Liparis tanakae (Tanaka's snailfish),230148,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",multicellular organism development,Nucleus
A0A1D1V9N5,58,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
A0A3P6T085,58,,Uncharacterized protein,Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum),60516,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A177B7R3,58,,Uncharacterized protein,Intoshia linei,1819745,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding",nan,Nucleus
A0A158R762,58,,Uncharacterized protein,Taenia asiatica (Asian tapeworm),60517,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5N5T3Q6,58,,Oocyte zinc finger protein XlCOF6.1,Armadillidium nasatum,96803,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A226EBQ6,57,,Homeobox protein caupolican,Folsomia candida (Springtail),158441,DNA binding,nan,Nucleus
C3Z1B2,52,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
A0A1W2PPF3,54,,Double homeobox protein B,Homo sapiens (Human),9606,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
B7PRM6,65,,Homeobox domaincontaining protein,Ixodes scapularis (Black-legged tick) (Deer tick),6945,double-stranded telomeric DNA binding,nan,Nucleus
A0A4U5MEB6,57,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4U8UPU4,57,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2K3NSJ1,62,,WUSCHEL-related homeobox 13-like protein,Trifolium pratense (Red clover),57577,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A5P1F5H3,62,,Homeobox domain-containing protein,Asparagus officinalis (Garden asparagus),4686,"DNA-binding transcription factor activity, transcription regulatory region sequence-specific DNA binding",nan,Nucleus
M0UAC0,62,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
M0TEJ5,62,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
M0SEQ0,62,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
M0SXI7,62,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A2K3LSU6,62,,WUSCHEL-related homeobox 13-like protein,Trifolium pratense (Red clover),57577,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A4U5MEL8,57,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A177B8R6,54,,LIM homeobox protein 8,Intoshia linei,1819745,"DNA binding, metal ion binding",nan,Nucleus
A0A6J8BXE8,60,,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,Mytilus coruscus (Sea mussel),42192,DNA binding,protein N-linked glycosylation,"Endoplasmic reticulum, Nucleus, Other locations"
M5FVJ3,56,,Homeobox domain-containing protein,Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus),1858805,DNA binding,nan,Nucleus
A0A0N4SV92,55,,Double homeobox family member 3,Mus musculus (Mouse),10090,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","neuron differentiation, regulation of transcription by RNA polymerase II",Nucleus
A7SRG0,57,5504948,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,DNA binding,nan,Nucleus
A0A5M3MMW8,64,19201068,Homeobox domain-containing protein,Coniophora puteana (strain RWD-64-598) (Brown rot fungus),741705,DNA binding,nan,Nucleus
G3UX37,54,,Uncharacterized protein,,,nan,nan,nan
A0A177BEW1,46,,Homeobox domain-containing protein,Intoshia linei,1819745,"DNA binding, extracellular ligand-gated ion channel activity, transmembrane signaling receptor activity",nan,"Nucleus, Other locations"
A0A0N4UAY3,46,,Homeobox domain-containing protein,Dracunculus medinensis (Guinea worm),318479,DNA binding,nan,Nucleus
A0A1D2MTZ8,50,,"POU domain, class 2, transcription factor 1",Orchesella cincta (Springtail),48709,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
Q8AYB8,54,386589,Homeodomain-only protein,Danio rerio (Zebrafish) (Brachydanio rerio),7955,DNA binding,"cell differentiation, heart development, regulation of transcription by RNA polymerase II","Nucleus, Other locations"
A0A444UFL1,53,,Homeodomain-only protein,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,"cell differentiation, multicellular organism development",Nucleus
A0A401NUW2,51,,Homeodomain-only protein,Scyliorhinus torazame (Cloudy catshark),75743,DNA binding,"cell differentiation, multicellular organism development",Nucleus
R7U2X7,58,,Homeobox domain-containing protein,Capitella teleta (Polychaete worm),283909,DNA binding,nan,Nucleus
A0A443Q900,57,,Homeodomain protein Msx-like protein,Dinothrombium tinctorium,1965070,DNA binding,nan,Nucleus
A0A0C2N5P1,56,,Homeobox protein Hox-B1b,Thelohanellus kitauei (Myxosporean),669202,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A7SRG1,57,5504949,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A1X6PEW2,55,,Homeobox domain-containing protein,Porphyra umbilicalis (Purple laver) (Red alga),2786,DNA binding,nan,Nucleus
